Proteins, RateConstant, Number of peptides, SD, Abundance
PEPL1_MOUSE,    0.255505, 1,    0.000000, 7836941824.000000
PEX14_MOUSE,    0.490751, 4,    0.167844, 2136339200.000000
PEX16_MOUSE,    0.514319, 2,    0.065116, 521188160.000000
PEX1_MOUSE,    0.260262, 1,    0.000000, 381599104.000000
PEX3_MOUSE,    0.313283, 4,    0.067723, 22901041152.000000
PEX5_MOUSE,    0.783438, 2,    0.529392, 441719552.000000
PEX6_MOUSE,    0.271792, 4,    0.651471, 3156795136.000000
PEX7_MOUSE,    0.471321, 2,    0.144857, 1864267648.000000
PFKAL_MOUSE,    0.412392, 4,    0.309873, 18267752448.000000
PFKAM_MOUSE,    0.575522, 1,    0.272758, 1567268992.000000
PG12B_MOUSE,    0.344487, 2,    0.193113, 5458249216.000000
PGAM1_MOUSE,    0.206142, 23,    0.039312, 589567557632.000000
PGBM_MOUSE,    0.081322, 11,    0.020664, 41818927104.000000
PGDH_MOUSE,    0.617021, 2,    0.510611, 3008342784.000000
PGES2_MOUSE,    0.207138, 4,    0.031295, 7963508736.000000
PGGHG_MOUSE,    0.104987, 2,    0.000368, 973311936.000000
PGH1_MOUSE,    0.345344, 2,    0.087175, 189039264.000000
PGK1_MOUSE,    0.192775, 28,    0.048270, 1846204825600.000000
PGM1_MOUSE,    0.206221, 21,    0.053127, 847215853568.000000
PGM2_MOUSE,    0.119212, 1,    0.000000, 8494861.000000
PGP_MOUSE,    0.260215, 4,    0.102585, 7733199360.000000
PGRC1_MOUSE,    0.548120, 7,    0.140345, 264216756224.000000
PGRC2_MOUSE,    0.471070, 2,    0.197062, 10331146240.000000
PGS1_MOUSE,    0.087108, 0,    0.220361, 6391861760.000000
PGS2_MOUSE,    0.345052, 1,    0.191597, 2364686336.000000
PGTA_MOUSE,    0.328511, 2,    0.157260, 979181312.000000
PH4H_MOUSE,    1.308237, 17,    0.347998, 606611767296.000000
PHB2_MOUSE,    0.118963, 13,    0.015289, 322550333440.000000
PHB_MOUSE,    0.121478, 8,    0.016329, 392050278400.000000
PHF5A_MOUSE,    0.677776, 1,    0.000000, 779321792.000000
PHLD_MOUSE,    0.775704, 1,    0.000000, 622545024.000000
PHS2_MOUSE,    0.140150, 2,    0.056505, 2264782080.000000
PHS_MOUSE,    0.257687, 7,    0.058159, 186335576064.000000
PHYD1_MOUSE,    0.358068, 2,    0.246313, 2532480512.000000
PI4KA_MOUSE,    0.293404, 2,    0.033720, 664735040.000000
PICAL_MOUSE,    0.264333, 5,    0.347814, 21581690880.000000
PIGR_MOUSE,    3.185901, 4,    4.173518, 6557588992.000000
PIGS_MOUSE,    0.536773, 1,    0.213891, 787277632.000000
PIMT_MOUSE,    0.315254, 2,    0.200045, 1911514624.000000
PIPNA_MOUSE,    0.362998, 1,    0.094492, 5342130688.000000
PIPNB_MOUSE,    0.417863, 2,    0.068565, 5695955968.000000
PIR_MOUSE,    0.676083, 1,    0.316007, 1782652160.000000
PLAK_MOUSE,    0.036794, 4,    0.203604, 9107461120.000000
PLAP_MOUSE,    0.311884, 5,    0.067478, 3768675584.000000
PLBL1_MOUSE,    0.155322, 4,    0.036805, 4550523392.000000
PLBL2_MOUSE,    0.576361, 3,    0.562074, 2095917184.000000
PLCB_MOUSE,    0.387004, 4,    0.071868, 60556189696.000000
PLCC_MOUSE,    0.274200, 2,    0.110171, 5640940032.000000
PLEC_MOUSE,    0.309234, 11,    0.068808, 27226705920.000000
PLIN2_MOUSE,    1.307451, 2,    0.720161, 10678342656.000000
PLIN3_MOUSE,    1.244878, 2,    0.122190, 7654180864.000000
PLMN_MOUSE,    1.591609, 4,    0.653249, 12895556608.000000
PLM_MOUSE,    1.501403, 0,    0.000000, 11975224320.000000
PLPHP_MOUSE,    0.342850, 4,    4.234180, 48372817920.000000
PLSI_MOUSE,    0.310584, 4,    0.147026, 12855099392.000000
PLSL_MOUSE,    0.217010, 8,    0.093991, 94700249088.000000
PLST_MOUSE,    0.389138, 8,    0.097136, 86489489408.000000
PLXB2_MOUSE,    0.704662, 1,    0.000000, 233232128.000000
PMGE_MOUSE,    0.029122, 1,    0.020447, 931798016.000000
PMM2_MOUSE,    0.231614, 3,    0.094537, 5299955200.000000
PMVK_MOUSE,    0.906103, 0,    0.607634, 330933504.000000
PNCB_MOUSE,    0.257937, 5,    0.044672, 65275109376.000000
PNPH_MOUSE,    0.231136, 8,    0.056775, 203106484224.000000
PNPO_MOUSE,    0.203265, 5,    0.014484, 67124330496.000000
PNPT1_MOUSE,    0.292933, 2,    0.078574, 2562260480.000000
PO210_MOUSE,    0.062823, 1,    0.000000, 3979454976.000000
PON1_MOUSE,    1.587996, 4,    0.416210, 137949102080.000000
PON2_MOUSE,    0.381871, 4,    0.319762, 5327275520.000000
PON3_MOUSE,    0.484215, 3,    0.122623, 34541572096.000000
PP1A_MOUSE,    1.105546, 5,    0.280366, 15967953920.000000
PP1B_MOUSE,    2.940826, 2,    2.078738, 7597171712.000000
PP1R7_MOUSE,    0.327955, 3,    0.565838, 9885519872.000000
PP2AA_MOUSE,    0.535537, 7,    0.200751, 20403066880.000000
PPA5_MOUSE,    0.382469, 4,    1.088927, 7160934400.000000
PPA6_MOUSE,    0.194209, 2,    0.009637, 3800966400.000000
PPAC_MOUSE,    0.312553, 2,    0.121891, 21168766976.000000
PPCE_MOUSE,    0.391183, 7,    0.059104, 39131348992.000000
PPCT_MOUSE,    0.331984, 1,    0.000000, 2592380160.000000
PPGB_MOUSE,    0.364900, 4,    0.092137, 28766476288.000000
PPIA_MOUSE,    0.347051, 13,    0.074765, 1721576194048.000000
PPIB_MOUSE,    0.377341, 11,    0.064560, 413959389184.000000
PPID_MOUSE,    0.258515, 3,    0.446352, 8101474304.000000
PPIF_MOUSE,    0.134061, 4,    0.069954, 17116230656.000000
PPIL1_MOUSE,    0.112510, 1,    0.000000, 155081632.000000
PPM1A_MOUSE,    0.343361, 4,    0.272387, 6467002368.000000
PPM1B_MOUSE,    0.278371, 1,    0.000000, 7689388544.000000
PPM1F_MOUSE,    0.283586, 4,    0.144106, 2175075072.000000
PPM1G_MOUSE,    0.684153, 0,    0.000000, 26411506.000000
PPOX_MOUSE,    0.125855, 4,    0.066682, 2825632512.000000
PPP5_MOUSE,    0.353970, 3,    0.181089, 3718455552.000000
PPP6_MOUSE,    0.137063, 2,    0.576338, 1592521216.000000
PPT1_MOUSE,    0.063696, 1,    0.000000, 12675333120.000000
PRDX1_MOUSE,    0.308712, 18,    0.067822, 3128727437312.000000
PRDX2_MOUSE,    0.230509, 5,    0.023641, 174592950272.000000
PRDX3_MOUSE,    0.221373, 6,    0.080091, 158643601408.000000
PRDX4_MOUSE,    0.346649, 11,    0.082963, 62525014016.000000
PRDX5_MOUSE,    0.228915, 13,    0.038280, 715789828096.000000
PRDX6_MOUSE,    0.257521, 22,    0.042225, 1698269626368.000000
PREB_MOUSE,    0.223842, 3,    0.069592, 7853512704.000000
PRELP_MOUSE,    0.115682, 2,    0.007497, 20892925952.000000
PREP_MOUSE,    0.290976, 4,    0.030039, 10314926080.000000
PRKRA_MOUSE,    0.268618, 3,    0.118605, 1203963264.000000
PROD_MOUSE,    0.421763, 11,    0.094610, 148604354560.000000
PROF1_MOUSE,    0.398346, 7,    0.042444, 404296400896.000000
PRP19_MOUSE,    0.333190, 2,    0.235095, 6841114112.000000
PRP8_MOUSE,    0.631517, 3,    3.529591, 1977704832.000000
PRPK_MOUSE,    0.202081, 1,    0.000000, 98038808.000000
PRPS1_MOUSE,    0.299274, 3,    0.357063, 23465011200.000000
PRRC1_MOUSE,    0.200918, 2,    0.253454, 3166358272.000000
PRS10_MOUSE,    0.420918, 5,    0.071178, 68705898496.000000
PRS4_MOUSE,    0.617567, 4,    0.225630, 47790350336.000000
PRS6A_MOUSE,    0.498122, 11,    0.109889, 47253331968.000000
PRS6B_MOUSE,    0.271184, 3,    0.198545, 16901576704.000000
PRS7_MOUSE,    0.501063, 5,    0.115542, 36241895424.000000
PRS8_MOUSE,    0.368021, 7,    0.327254, 58816397312.000000
PRUN1_MOUSE,    0.580416, 1,    0.369816, 1432345344.000000
PSA1_MOUSE,    0.272844, 7,    0.045108, 90673168384.000000
PSA2_MOUSE,    0.298911, 7,    0.049304, 106101776384.000000
PSA3_MOUSE,    0.328330, 4,    0.048451, 30633590784.000000
PSA4_MOUSE,    0.284932, 5,    0.044031, 75104485376.000000
PSA5_MOUSE,    0.300138, 4,    0.206577, 54102753280.000000
PSA6_MOUSE,    0.339748, 4,    0.098720, 97679867904.000000
PSA7_MOUSE,    0.335849, 10,    0.059040, 100818829312.000000
PSA_MOUSE,    0.278655, 6,    0.145603, 10653514752.000000
PSB1_MOUSE,    0.200504, 4,    0.049871, 72520335360.000000
PSB2_MOUSE,    0.209602, 4,    0.052487, 33858961408.000000
PSB3_MOUSE,    0.542524, 3,    0.527988, 36380938240.000000
PSB4_MOUSE,    0.318742, 4,    0.064782, 64844779520.000000
PSB5_MOUSE,    0.374691, 2,    0.061626, 54496718848.000000
PSB6_MOUSE,    0.378550, 2,    0.266188, 32139622400.000000
PSB7_MOUSE,    0.122439, 1,    0.000000, 7191959040.000000
PSB8_MOUSE,    0.166945, 5,    0.164780, 33244870656.000000
PSD11_MOUSE,    0.682711, 4,    0.150375, 36037443584.000000
PSD12_MOUSE,    0.356529, 10,    0.090938, 44329537536.000000
PSD13_MOUSE,    0.275296, 5,    0.068539, 35214544896.000000
PSDE_MOUSE,    0.313562, 7,    0.086115, 30756859904.000000
PSMD1_MOUSE,    0.298929, 10,    0.077992, 46732451840.000000
PSMD2_MOUSE,    0.386072, 21,    0.106020, 98617532416.000000
PSMD3_MOUSE,    0.390757, 8,    0.085362, 38700548096.000000
PSMD4_MOUSE,    0.879269, 5,    0.538656, 21806761984.000000
PSMD5_MOUSE,    0.292067, 5,    0.057773, 18554968064.000000
PSMD6_MOUSE,    0.325662, 8,    0.046485, 33834274816.000000
PSMD7_MOUSE,    0.220617, 4,    0.037751, 42324189184.000000
PSMD8_MOUSE,    0.456858, 2,    0.164188, 8782128128.000000
PSMD9_MOUSE,    0.520350, 2,    0.056062, 5758244352.000000
PSME1_MOUSE,    0.265776, 8,    0.052771, 55218409472.000000
PSME2_MOUSE,    0.297726, 6,    0.050575, 35476393984.000000
PSME4_MOUSE,    1.078004, 1,    0.537753, 545218304.000000
PSMG1_MOUSE,    0.114312, 1,    0.000000, 1097047936.000000
PTBP1_MOUSE,    0.264617, 5,    0.071785, 84398809088.000000
PTBP3_MOUSE,    0.308515, 4,    0.117992, 7306760192.000000
PTCD3_MOUSE,    0.396239, 2,    0.200031, 5115934208.000000
PTER_MOUSE,    0.252482, 4,    0.045419, 53246935040.000000
PTGR2_MOUSE,    0.579214, 2,    0.225670, 14985612288.000000
PTGR3_MOUSE,    0.221353, 4,    0.057787, 29982078976.000000
PTH2_MOUSE,    0.188082, 4,    0.046013, 14418095104.000000
PTMS_MOUSE,    0.431305, 1,    0.000000, 3778365696.000000
PTN11_MOUSE,    0.577368, 1,    0.000000, 563424832.000000
PTN6_MOUSE,    0.692242, 2,    1.698445, 1107219968.000000
PTPA_MOUSE,    0.363387, 1,    0.000000, 3685193472.000000
PTPM1_MOUSE,    0.522328, 2,    0.139704, 3075445504.000000
PUR2_MOUSE,    0.439729, 9,    0.253134, 13717050368.000000
PUR4_MOUSE,    0.061747, 2,    0.001914, 3026966016.000000
PUR6_MOUSE,    0.893421, 4,    0.182569, 27258380288.000000
PUR8_MOUSE,    0.282460, 4,    0.078041, 5732841472.000000
PUR9_MOUSE,    0.201048, 5,    0.073744, 53823991808.000000
PURA1_MOUSE,    0.401223, 3,    0.148018, 1944854784.000000
PURA2_MOUSE,    0.660884, 3,    0.949852, 3726370816.000000
PURA_MOUSE,    0.079678, 4,    0.003701, 51255799808.000000
PURB_MOUSE,    0.090771, 4,    0.022129, 6125814784.000000
PX11A_MOUSE,    0.233853, 3,    0.068822, 9598908416.000000
PX11B_MOUSE,    1.227144, 1,    0.000000, 55504052.000000
PXL2A_MOUSE,    0.381852, 1,    0.000000, 8405968384.000000
PXMP2_MOUSE,    0.308418, 4,    0.168698, 18267807744.000000
PXMP4_MOUSE,    0.448613, 3,    0.032938, 4877319168.000000
PYC_MOUSE,    0.185482, 53,    0.053388, 2305564606464.000000
PYGB_MOUSE,    0.110545, 4,    0.050265, 221997236224.000000
PYGL_MOUSE,    0.168700, 40,    0.046262, 1601294565376.000000
PYR1_MOUSE,    0.204033, 3,    0.434223, 930136896.000000
PYRD_MOUSE,    0.187333, 2,    0.088330, 341201344.000000
PZP_MOUSE,    0.849533, 21,    0.280066, 251981889536.000000
QCR1_MOUSE,    0.154394, 17,    0.039163, 653093896192.000000
QCR2_MOUSE,    0.162205, 17,    0.032085, 983892426752.000000
QCR6_MOUSE,    0.159866, 2,    0.011734, 22971678720.000000
QCR7_MOUSE,    0.300851, 6,    0.223600, 185815531520.000000
QCR8_MOUSE,    0.314318, 2,    0.089810, 105080733696.000000
QCR9_MOUSE,    0.169263, 2,    0.010642, 99533774848.000000
QORL2_MOUSE,    0.146958, 3,    0.041480, 16142842880.000000
QOR_MOUSE,    0.210645, 9,    0.062606, 226093170688.000000
RAB10_MOUSE,    0.297776, 4,    0.148242, 11237764096.000000
RAB14_MOUSE,    0.624617, 9,    0.248896, 66367741952.000000
RAB15_MOUSE,    0.784206, 1,    0.000000, 58740031488.000000
RAB17_MOUSE,    0.000319, 0,    0.000000, 484637696.000000
RAB18_MOUSE,    0.948973, 4,    0.431899, 12202902528.000000
RAB1A_MOUSE,    0.518655, 3,    0.141285, 38962429952.000000
RAB1B_MOUSE,    0.414279, 4,    0.067546, 28840013824.000000
RAB2A_MOUSE,    0.737429, 4,    0.601521, 28909219840.000000
RAB32_MOUSE,    0.484231, 0,    0.321545, 1677614976.000000
RAB35_MOUSE,    0.600648, 1,    0.000000, 25265932288.000000
RAB5A_MOUSE,    1.075901, 3,    1.405499, 9752224768.000000
RAB5B_MOUSE,    0.004610, 3,    0.101119, 4242008576.000000
RAB5C_MOUSE,    0.510609, 4,    0.612643, 21943920640.000000
RAB6A_MOUSE,    0.449377, 1,    0.080766, 2713286400.000000
RAB7A_MOUSE,    9.689968, 2,    6.335672, 52285988864.000000
RAB8A_MOUSE,    0.587325, 3,    0.061127, 6732374016.000000
RAB9A_MOUSE,    0.422852, 1,    0.044020, 1211895296.000000
RAC1_MOUSE,    0.298925, 5,    0.180031, 73072680960.000000
RACK1_MOUSE,    0.129914, 13,    0.032874, 544076398592.000000
RADI_MOUSE,    0.380226, 4,    0.087195, 58246672384.000000
RAE1L_MOUSE,    0.117943, 1,    0.000000, 128259192.000000
RAGP1_MOUSE,    0.243315, 3,    0.149816, 970907968.000000
RAI14_MOUSE,    0.324183, 2,    0.021657, 201545792.000000
RAI2_MOUSE,    0.090596, 1,    0.000000, 9043977216.000000
RAIN_MOUSE,    0.345346, 1,    0.244041, 44613648.000000
RALA_MOUSE,    0.222557, 1,    0.300718, 1284633088.000000
RALB_MOUSE,    0.016985, 1,    0.379499, 86446760.000000
RALY_MOUSE,    0.691004, 1,    0.000000, 2189380352.000000
RANB3_MOUSE,    0.070533, 0,    0.000000, 551081600.000000
RANG_MOUSE,    0.239919, 3,    0.099012, 6500396544.000000
RAN_MOUSE,    0.395804, 3,    0.221470, 88873304064.000000
RAP1A_MOUSE,    0.359361, 3,    0.203111, 8396881408.000000
RAP1B_MOUSE,    0.274472, 4,    0.127498, 7285493760.000000
RASH_MOUSE,    0.160452, 2,    0.061940, 253459456.000000
RASK_MOUSE,    0.221354, 1,    0.141143, 1964450944.000000
RB11A_MOUSE,    0.684153, 1,    0.103673, 10988308480.000000
RB11B_MOUSE,    0.424252, 2,    0.130966, 6712167936.000000
RBBP4_MOUSE,    0.955605, 1,    0.675604, 723963776.000000
RBBP9_MOUSE,    0.138375, 2,    0.102606, 2774346496.000000
RBM14_MOUSE,    0.181792, 0,    0.102103, 1251127424.000000
RBM25_MOUSE,    0.642937, 2,    0.448408, 604919488.000000
RBM39_MOUSE,    0.209478, 0,    0.371953, 2783535104.000000
RBM47_MOUSE,    0.516592, 1,    0.313884, 312861664.000000
RBM8A_MOUSE,    0.803913, 2,    0.200344, 3084995328.000000
RBMX_MOUSE,    0.302491, 3,    0.128945, 7300381696.000000
RBP2_MOUSE,    0.819428, 4,    0.332429, 1445965696.000000
RBPMS_MOUSE,    0.482428, 2,    0.177376, 700431296.000000
RBPS2_MOUSE,    0.752643, 1,    0.000000, 1015331456.000000
RBSK_MOUSE,    0.238029, 1,    0.167997, 2061831296.000000
RCC1_MOUSE,    0.091935, 2,    0.103179, 2279593472.000000
RD23B_MOUSE,    0.384110, 4,    0.264512, 8577893376.000000
RDH10_MOUSE,    0.732278, 1,    0.263484, 518701536.000000
RDH11_MOUSE,    0.388253, 5,    0.103209, 41013116928.000000
RDH13_MOUSE,    0.116060, 2,    0.097188, 267314880.000000
RDH14_MOUSE,    0.385106, 0,    0.242566, 870958464.000000
RDH16_MOUSE,    0.623614, 8,    0.267496, 153870647296.000000
RDH7_MOUSE,    0.516035, 9,    0.186578, 447658852352.000000
REEP6_MOUSE,    0.549486, 4,    0.056853, 107133460480.000000
RENT1_MOUSE,    0.611745, 8,    0.165120, 8996688896.000000
RER1_MOUSE,    0.464458, 1,    0.088303, 3257333504.000000
RET4_MOUSE,    2.590606, 0,    0.000000, 1995501568.000000
RETST_MOUSE,    0.652989, 9,    0.443533, 23521200128.000000
RGN_MOUSE,    0.191033, 20,    0.042228, 3585683750912.000000
RHG01_MOUSE,    0.207349, 0,    0.239430, 849728256.000000
RHOA_MOUSE,    0.257134, 4,    0.068658, 33077069824.000000
RHOG_MOUSE,    0.268217, 0,    0.000000, 76932336.000000
RIDA_MOUSE,    0.200438, 11,    0.034648, 2269721395200.000000
RINI_MOUSE,    0.360424, 9,    0.084847, 241393434624.000000
RISC_MOUSE,    0.108624, 4,    0.081831, 28565684224.000000
RL10A_MOUSE,    0.133471, 4,    0.022669, 148566556672.000000
RL10_MOUSE,    0.242085, 5,    0.043048, 161372389376.000000
RL11_MOUSE,    0.128677, 3,    0.032280, 89778864128.000000
RL12_MOUSE,    0.097431, 9,    0.016939, 211250855936.000000
RL13A_MOUSE,    0.081525, 1,    0.029968, 45979590656.000000
RL13_MOUSE,    0.087505, 4,    0.010635, 103084703744.000000
RL14_MOUSE,    0.096679, 4,    0.015987, 112584007680.000000
RL15_MOUSE,    0.065455, 4,    0.018021, 69873516544.000000
RL17_MOUSE,    0.117737, 11,    0.024887, 144224780288.000000
RL18A_MOUSE,    0.077040, 2,    0.007553, 56921075712.000000
RL18_MOUSE,    0.148413, 5,    0.043395, 171186520064.000000
RL19_MOUSE,    0.143786, 3,    0.007516, 45929295872.000000
RL1D1_MOUSE,    0.565456, 2,    0.382999, 969850752.000000
RL21_MOUSE,    0.087547, 3,    0.020459, 92322824192.000000
RL22L_MOUSE,    0.259266, 1,    0.000000, 89776024.000000
RL22_MOUSE,    0.078604, 4,    0.007256, 174523662336.000000
RL23A_MOUSE,    0.178179, 3,    0.057117, 172987121664.000000
RL23_MOUSE,    0.085746, 5,    0.014658, 264133558272.000000
RL24_MOUSE,    0.177389, 4,    0.080367, 109832650752.000000
RL26_MOUSE,    0.147997, 1,    0.277074, 36489662464.000000
RL27A_MOUSE,    0.130365, 2,    0.019584, 133832499200.000000
RL27_MOUSE,    0.114549, 4,    0.026976, 149992521728.000000
RL30_MOUSE,    0.119554, 5,    0.009419, 179503349760.000000
RL31_MOUSE,    0.129526, 1,    0.000000, 53480546304.000000
RL32_MOUSE,    0.101352, 4,    0.019386, 139105746944.000000
RL35_MOUSE,    0.183154, 1,    0.000000, 4458624512.000000
RL37A_MOUSE,    0.065042, 1,    0.026990, 29051947008.000000
RL38_MOUSE,    0.203975, 4,    0.060087, 91117871104.000000
RL3_MOUSE,    0.075854, 10,    0.014719, 237351632896.000000
RL4_MOUSE,    0.079345, 13,    0.020182, 398575239168.000000
RL5_MOUSE,    0.107321, 10,    0.026335, 277221605376.000000
RL6_MOUSE,    0.129099, 8,    0.025381, 256864829440.000000
RL7A_MOUSE,    0.157589, 14,    0.038085, 292787486720.000000
RL7_MOUSE,    0.110978, 10,    0.023810, 275669417984.000000
RL8_MOUSE,    0.106998, 9,    0.030680, 199227932672.000000
RL9_MOUSE,    0.112023, 4,    0.042030, 136382390272.000000
RLA0_MOUSE,    0.086037, 9,    0.027493, 390789005312.000000
RLA1_MOUSE,    0.039210, 3,    0.065166, 85664137216.000000
RLA2_MOUSE,    0.074207, 5,    0.009396, 171951194112.000000
RM01_MOUSE,    0.204395, 2,    0.083537, 2263134464.000000
RM04_MOUSE,    0.108544, 2,    0.002524, 2094994944.000000
RM09_MOUSE,    0.113241, 2,    0.021278, 412511520.000000
RM10_MOUSE,    0.121978, 2,    0.010603, 3587200256.000000
RM11_MOUSE,    0.110749, 2,    0.034658, 658715968.000000
RM12_MOUSE,    0.170165, 2,    0.117369, 4845740544.000000
RM13_MOUSE,    0.140720, 2,    0.026884, 811219456.000000
RM14_MOUSE,    0.081232, 1,    0.000000, 496866400.000000
RM16_MOUSE,    0.161804, 1,    0.000000, 938327360.000000
RM19_MOUSE,    0.032923, 1,    0.011649, 13817656320.000000
RM21_MOUSE,    0.315733, 1,    0.147086, 776053056.000000
RM22_MOUSE,    0.112616, 1,    0.000000, 686723200.000000
RM23_MOUSE,    0.071126, 2,    0.026113, 6060883968.000000
RM27_MOUSE,    0.159970, 1,    0.000000, 4655319552.000000
RM30_MOUSE,    0.265670, 1,    0.000000, 1038842368.000000
RM37_MOUSE,    0.160294, 3,    0.051662, 3235651840.000000
RM38_MOUSE,    0.075597, 2,    0.040468, 1200264576.000000
RM39_MOUSE,    0.208075, 4,    0.104987, 1098372608.000000
RM40_MOUSE,    0.149410, 4,    0.040975, 2559235584.000000
RM41_MOUSE,    0.055646, 1,    0.000000, 471399904.000000
RM46_MOUSE,    0.137984, 0,    0.189532, 2572104192.000000
RM47_MOUSE,    0.100489, 1,    0.000000, 110888648.000000
RM49_MOUSE,    0.624066, 1,    0.186061, 3299102976.000000
RM50_MOUSE,    0.079820, 1,    0.000000, 273152288.000000
RM53_MOUSE,    0.245348, 2,    0.097156, 591048256.000000
RM55_MOUSE,    0.123918, 2,    0.028531, 1360016256.000000
RMD1_MOUSE,    0.547266, 1,    0.200519, 9250587648.000000
RMD2_MOUSE,    0.235390, 8,    0.029444, 29508194304.000000
RMD3_MOUSE,    0.183054, 4,    0.084155, 53089116160.000000
RNT2A_MOUSE,    0.936154, 2,    0.199580, 3426308608.000000
ROA1_MOUSE,    0.333946, 3,    0.014091, 23875520512.000000
ROA2_MOUSE,    0.273977, 6,    0.033988, 172764725248.000000
ROA3_MOUSE,    0.321801, 10,    0.065769, 126391336960.000000
ROAA_MOUSE,    0.684153, 2,    0.276217, 19462451200.000000
ROMO1_MOUSE,    0.614458, 1,    0.000000, 7632042496.000000
RPN1_MOUSE,    0.170003, 17,    0.037518, 389445844992.000000
RPN2_MOUSE,    0.149582, 17,    0.039394, 377038667776.000000
RPTOR_MOUSE,    0.732724, 1,    0.000000, 267916592.000000
RRAGC_MOUSE,    0.000203, 1,    0.000000, 171913152.000000
RRAS2_MOUSE,    0.608511, 1,    0.000000, 865578368.000000
RRAS_MOUSE,    0.349213, 1,    0.163895, 2222927872.000000
RRBP1_MOUSE,    0.453665, 17,    0.121729, 164685283328.000000
RRF2M_MOUSE,    0.426776, 4,    0.111564, 2406061568.000000
RRFM_MOUSE,    0.293650, 3,    0.141095, 6531290112.000000
RS10_MOUSE,    0.109727, 4,    0.012155, 158600429568.000000
RS11_MOUSE,    0.133314, 4,    0.051578, 124626829312.000000
RS12_MOUSE,    0.064339, 3,    0.116734, 28008660992.000000
RS13_MOUSE,    0.120070, 5,    0.018881, 202339221504.000000
RS14_MOUSE,    0.125910, 4,    0.033183, 178197446656.000000
RS15A_MOUSE,    0.048364, 3,    0.033034, 95918653440.000000
RS15_MOUSE,    0.126721, 5,    0.022654, 67328204800.000000
RS16_MOUSE,    0.165938, 4,    0.023714, 183934074880.000000
RS17_MOUSE,    0.114351, 6,    0.016292, 106423164928.000000
RS18_MOUSE,    0.137197, 4,    0.055895, 117441404928.000000
RS19_MOUSE,    0.119853, 4,    0.011632, 119244267520.000000
RS20_MOUSE,    0.093342, 5,    0.008114, 147759710208.000000
RS21_MOUSE,    0.121804, 3,    0.025470, 51664949248.000000
RS23_MOUSE,    0.120998, 1,    0.031038, 60166463488.000000
RS24_MOUSE,    0.116545, 4,    0.012968, 76455256064.000000
RS25_MOUSE,    0.144312, 4,    0.038803, 214145089536.000000
RS26_MOUSE,    0.150267, 2,    0.021948, 36824936448.000000
RS27A_MOUSE,    0.087657, 4,    0.015858, 572145205248.000000
RS27L_MOUSE,    0.367699, 2,    0.096882, 83887726592.000000
RS27_MOUSE,    0.414818, 1,    0.000000, 2884959744.000000
RS28_MOUSE,    0.157715, 2,    0.010361, 79002902528.000000
RS29_MOUSE,    0.481798, 1,    0.222253, 45660123136.000000
RS2_MOUSE,    0.130575, 4,    0.006254, 242494685184.000000
RS30_MOUSE,    0.231025, 1,    0.000000, 11398335488.000000
RS3A_MOUSE,    0.105520, 6,    0.014062, 206642806784.000000
RS3_MOUSE,    0.092864, 14,    0.039771, 340136951808.000000
RS4X_MOUSE,    0.088867, 11,    0.024576, 263294976000.000000
RS5_MOUSE,    0.131861, 4,    0.174461, 42651467776.000000
RS6_MOUSE,    0.173602, 5,    0.044341, 165544034304.000000
RS7_MOUSE,    0.121150, 7,    0.022723, 167983611904.000000
RS8_MOUSE,    0.169774, 6,    0.041247, 315240185856.000000
RS9_MOUSE,    0.108158, 4,    0.033698, 55180394496.000000
RSMB_MOUSE,    0.111768, 2,    0.066286, 5307938304.000000
RSSA_MOUSE,    0.083816, 10,    0.019586, 455002390528.000000
RSU1_MOUSE,    0.087193, 0,    0.013934, 4829747712.000000
RT02_MOUSE,    0.107660, 3,    0.091941, 3085097728.000000
RT05_MOUSE,    1.067404, 2,    0.256704, 2337233920.000000
RT09_MOUSE,    0.306952, 2,    0.241422, 4488932352.000000
RT10_MOUSE,    0.137132, 1,    0.054908, 1422313472.000000
RT11_MOUSE,    0.112906, 1,    0.060006, 1771049088.000000
RT14_MOUSE,    0.379922, 1,    0.000000, 2023933696.000000
RT15_MOUSE,    0.168703, 2,    0.064576, 367152736.000000
RT18B_MOUSE,    0.000178, 0,    0.000000, 201085936.000000
RT21_MOUSE,    0.129086, 1,    0.000000, 2357658880.000000
RT22_MOUSE,    0.129141, 3,    0.491545, 2080490880.000000
RT23_MOUSE,    0.163390, 4,    0.046127, 3784096256.000000
RT27_MOUSE,    0.000054, 0,    0.000000, 13101719.000000
RT29_MOUSE,    0.163955, 4,    0.017301, 6275970560.000000
RT30_MOUSE,    0.099511, 3,    0.305780, 1538944384.000000
RT31_MOUSE,    0.189171, 0,    0.115482, 687486208.000000
RT34_MOUSE,    0.252124, 3,    0.028690, 3666416128.000000
RT35_MOUSE,    0.094036, 3,    0.023856, 3964735744.000000
RT36_MOUSE,    0.068789, 4,    0.021899, 9217114112.000000
RT4I1_MOUSE,    1.447507, 1,    0.000000, 10207276032.000000
RTCA_MOUSE,    0.230154, 1,    0.000000, 30727510.000000
RTCB_MOUSE,    0.187615, 7,    0.049434, 38622212096.000000
RTN4_MOUSE,    0.333091, 2,    0.156283, 4562892800.000000
RTRAF_MOUSE,    0.407349, 1,    0.238004, 3009555456.000000
RU1C_MOUSE,    0.423281, 1,    0.000000, 463502048.000000
RU2A_MOUSE,    0.226287, 1,    0.023818, 1365020928.000000
RUSF1_MOUSE,    0.249517, 1,    0.000000, 257898192.000000
